"Year","Month","GEO","Value","Type"
2022," Aug","Montreal Airport/Laval"," 84.1%","Hotel Occupancy Rate"
2022," Aug","Greater Quebec City"," 83.4%","Hotel Occupancy Rate"
2022," Aug","Moncton"," 81.6%","Hotel Occupancy Rate"
2022," Aug","Halifax/Dartmouth"," 91%","Hotel Occupancy Rate"
2022," Aug","St. Johns"," 86.5%","Hotel Occupancy Rate"
2001," Jan","Canada"," $105.65","Average Daily Rate"
2001," Jan","British Columbia"," $114.69","Average Daily Rate"
2001," Jan","Manitoba"," $91.07","Average Daily Rate"
2001," Jan","New Brunswick"," $77.3","Average Daily Rate"
2001," Jan","Nova Scotia"," $86.88","Average Daily Rate"
2001," Jan","Ontario"," $109.34","Average Daily Rate"
2001," Jan","Quebec"," $112.78","Average Daily Rate"
2001," Jan","Saskatchewan"," $77.86","Average Daily Rate"
2001," Jan","Newfoundland"," $87.46","Average Daily Rate"
2001," Feb","Canada"," $107.97","Average Daily Rate"
2001," Feb","British Columbia"," $117.83","Average Daily Rate"
2001," Feb","Manitoba"," $91.84","Average Daily Rate"
2001," Feb","New Brunswick"," $78.14","Average Daily Rate"
2001," Feb","Nova Scotia"," $88.13","Average Daily Rate"
2001," Feb","Ontario"," $112.43","Average Daily Rate"
2001," Feb","Quebec"," $115.02","Average Daily Rate"
2001," Feb","Saskatchewan"," $78.67","Average Daily Rate"
2001," Feb","Newfoundland"," $88.82","Average Daily Rate"
2001," Mar","Canada"," $107.22","Average Daily Rate"
2001," Mar","British Columbia"," $117.45","Average Daily Rate"
2001," Mar","Manitoba"," $91.26","Average Daily Rate"
2001," Mar","New Brunswick"," $80.76","Average Daily Rate"
2001," Mar","Nova Scotia"," $90.11","Average Daily Rate"
2001," Mar","Ontario"," $110.43","Average Daily Rate"
2001," Mar","Quebec"," $113.29","Average Daily Rate"
2001," Mar","Saskatchewan"," $78.62","Average Daily Rate"
2001," Mar","Newfoundland"," $87.96","Average Daily Rate"
2001," Apr","Canada"," $106.54","Average Daily Rate"
2001," Apr","British Columbia"," $104.88","Average Daily Rate"
2001," Apr","Manitoba"," $94.84","Average Daily Rate"
2001," Apr","New Brunswick"," $80.07","Average Daily Rate"
2001," Apr","Nova Scotia"," $91.98","Average Daily Rate"
2001," Apr","Ontario"," $115.37","Average Daily Rate"
2001," Apr","Quebec"," $115.53","Average Daily Rate"
2001," Apr","Saskatchewan"," $77.3","Average Daily Rate"
2001," Apr","Newfoundland"," $89.52","Average Daily Rate"
2001," May","Canada"," $113.64","Average Daily Rate"
2001," May","British Columbia"," $113.99","Average Daily Rate"
2001," May","Manitoba"," $94.27","Average Daily Rate"
2001," May","New Brunswick"," $84.96","Average Daily Rate"
2001," May","Nova Scotia"," $104.46","Average Daily Rate"
2001," May","Ontario"," $120.45","Average Daily Rate"
2001," May","Quebec"," $123.89","Average Daily Rate"
2001," May","Saskatchewan"," $78.54","Average Daily Rate"
2001," May","Newfoundland"," $97.84","Average Daily Rate"
2001," Jun","Canada"," $124.4","Average Daily Rate"
2001," Jun","British Columbia"," $127.75","Average Daily Rate"
2001," Jun","Manitoba"," $93.65","Average Daily Rate"
2001," Jun","New Brunswick"," $91.47","Average Daily Rate"
2001," Jun","Nova Scotia"," $113.4","Average Daily Rate"
2001," Jun","Ontario"," $125.17","Average Daily Rate"
2001," Jun","Quebec"," $149.71","Average Daily Rate"
2001," Jun","Saskatchewan"," $79.25","Average Daily Rate"
2001," Jun","Newfoundland"," $101.15","Average Daily Rate"
2001," Jul","Canada"," $126.5","Average Daily Rate"
2001," Jul","British Columbia"," $136.62","Average Daily Rate"
2001," Jul","Manitoba"," $89.56","Average Daily Rate"
2001," Jul","New Brunswick"," $98.05","Average Daily Rate"
2001," Jul","Nova Scotia"," $112.5","Average Daily Rate"
2001," Jul","Ontario"," $123.52","Average Daily Rate"
2001," Jul","Quebec"," $137.95","Average Daily Rate"
2001," Jul","Saskatchewan"," $76.12","Average Daily Rate"
2001," Jul","Newfoundland"," $97.58","Average Daily Rate"
2001," Aug","Canada"," $126.78","Average Daily Rate"
2001," Aug","British Columbia"," $135.94","Average Daily Rate"
2001," Aug","Manitoba"," $86.75","Average Daily Rate"
2001," Aug","New Brunswick"," $97.16","Average Daily Rate"
2001," Aug","Nova Scotia"," $111.56","Average Daily Rate"
2001," Aug","Ontario"," $125.03","Average Daily Rate"
2001," Aug","Quebec"," $137.12","Average Daily Rate"
2001," Aug","Saskatchewan"," $78.3","Average Daily Rate"
2001," Aug","Newfoundland"," $95.4","Average Daily Rate"
2001," Sep","Canada"," $117.31","Average Daily Rate"
2001," Sep","British Columbia"," $119.6","Average Daily Rate"
2001," Sep","Manitoba"," $90.31","Average Daily Rate"
2001," Sep","New Brunswick"," $89.97","Average Daily Rate"
2001," Sep","Nova Scotia"," $114.02","Average Daily Rate"
2001," Sep","Ontario"," $120.34","Average Daily Rate"
2001," Sep","Quebec"," $130.75","Average Daily Rate"
2001," Sep","Saskatchewan"," $77.09","Average Daily Rate"
2001," Sep","Newfoundland"," $97.65","Average Daily Rate"
2001," Oct","Canada"," $109.88","Average Daily Rate"
2001," Oct","British Columbia"," $100.31","Average Daily Rate"
2001," Oct","Manitoba"," $88.83","Average Daily Rate"
2001," Oct","New Brunswick"," $83.86","Average Daily Rate"
2001," Oct","Nova Scotia"," $109.48","Average Daily Rate"
2001," Oct","Ontario"," $119.77","Average Daily Rate"
2001," Oct","Quebec"," $125.36","Average Daily Rate"
2001," Oct","Saskatchewan"," $77.99","Average Daily Rate"
2001," Oct","Newfoundland"," $92.84","Average Daily Rate"
2001," Nov","Canada"," $102.07","Average Daily Rate"
2001," Nov","British Columbia"," $93.25","Average Daily Rate"
2001," Nov","Manitoba"," $89.09","Average Daily Rate"
2001," Nov","New Brunswick"," $82.34","Average Daily Rate"
2001," Nov","Nova Scotia"," $94.93","Average Daily Rate"
2001," Nov","Ontario"," $111.08","Average Daily Rate"
2001," Nov","Quebec"," $115.14","Average Daily Rate"
2001," Nov","Saskatchewan"," $80.53","Average Daily Rate"
2001," Nov","Newfoundland"," $91.96","Average Daily Rate"
2001," Dec","Canada"," $104.3","Average Daily Rate"
2001," Dec","British Columbia"," $111.13","Average Daily Rate"
2001," Dec","Manitoba"," $82.33","Average Daily Rate"
2001," Dec","New Brunswick"," $76.13","Average Daily Rate"
2001," Dec","Nova Scotia"," $86","Average Daily Rate"
2001," Dec","Ontario"," $106.91","Average Daily Rate"
2001," Dec","Quebec"," $116.63","Average Daily Rate"
2001," Dec","Saskatchewan"," $78.76","Average Daily Rate"
2001," Dec","Newfoundland"," $89.03","Average Daily Rate"
2002," Jan","Canada"," $105.6","Average Daily Rate"
2002," Jan","British Columbia"," $112.69","Average Daily Rate"
2002," Jan","Manitoba"," $87.64","Average Daily Rate"
2002," Jan","New Brunswick"," $79.94","Average Daily Rate"
2002," Jan","Nova Scotia"," $86.04","Average Daily Rate"
2002," Jan","Ontario"," $108.62","Average Daily Rate"
2002," Jan","Quebec"," $117.2","Average Daily Rate"
2002," Jan","Saskatchewan"," $81.23","Average Daily Rate"
2002," Jan","Newfoundland"," $92.07","Average Daily Rate"
2002," Feb","Canada"," $108.65","Average Daily Rate"
2002," Feb","British Columbia"," $119.08","Average Daily Rate"
2002," Feb","Manitoba"," $90.8","Average Daily Rate"
2002," Feb","New Brunswick"," $81.74","Average Daily Rate"
2002," Feb","Nova Scotia"," $88.46","Average Daily Rate"
2002," Feb","Ontario"," $110.73","Average Daily Rate"
2002," Feb","Quebec"," $120.92","Average Daily Rate"
2002," Feb","Saskatchewan"," $80.9","Average Daily Rate"
2002," Feb","Newfoundland"," $91.94","Average Daily Rate"
2002," Mar","Canada"," $108.29","Average Daily Rate"
2002," Mar","British Columbia"," $120.9","Average Daily Rate"
2002," Mar","Manitoba"," $90.05","Average Daily Rate"
2002," Mar","New Brunswick"," $80.07","Average Daily Rate"
2002," Mar","Nova Scotia"," $91.98","Average Daily Rate"
2002," Mar","Ontario"," $115.37","Average Daily Rate"
2002," Mar","Quebec"," $115.53","Average Daily Rate"
2002," Mar","Saskatchewan"," $81.91","Average Daily Rate"
2002," Mar","Newfoundland"," $89.52","Average Daily Rate"
2002," Apr","Canada"," $107.39","Average Daily Rate"
2002," Apr","British Columbia"," $105.64","Average Daily Rate"
2002," Apr","Manitoba"," $94.19","Average Daily Rate"
2002," Apr","New Brunswick"," $82.8","Average Daily Rate"
2002," Apr","Nova Scotia"," $94.12","Average Daily Rate"
2002," Apr","Ontario"," $115.58","Average Daily Rate"
2002," Apr","Quebec"," $116.92","Average Daily Rate"
2002," Apr","Saskatchewan"," $80.02","Average Daily Rate"
2002," Apr","Newfoundland"," $97.37","Average Daily Rate"
2002," May","Canada"," $113.78","Average Daily Rate"
2002," May","British Columbia"," $115.24","Average Daily Rate"
2002," May","Manitoba"," $94.09","Average Daily Rate"
2002," May","New Brunswick"," $87.31","Average Daily Rate"
2002," May","Nova Scotia"," $109.2","Average Daily Rate"
2002," May","Ontario"," $118.15","Average Daily Rate"
2002," May","Quebec"," $130.86","Average Daily Rate"
2002," May","Saskatchewan"," $81.34","Average Daily Rate"
2002," May","Newfoundland"," $103.72","Average Daily Rate"
2002," Jun","Canada"," $126.46","Average Daily Rate"
2002," Jun","British Columbia"," $131.46","Average Daily Rate"
2002," Jun","Manitoba"," $94.54","Average Daily Rate"
2002," Jun","New Brunswick"," $95.05","Average Daily Rate"
2002," Jun","Nova Scotia"," $115.63","Average Daily Rate"
2002," Jun","Ontario"," $124.61","Average Daily Rate"
2002," Jun","Quebec"," $157.97","Average Daily Rate"
2002," Jun","Saskatchewan"," $84.48","Average Daily Rate"
2002," Jun","Newfoundland"," $108.3","Average Daily Rate"
2002," Jul","Canada"," $127.94","Average Daily Rate"
2002," Jul","British Columbia"," $137.23","Average Daily Rate"
2002," Jul","Manitoba"," $91.15","Average Daily Rate"
2002," Jul","New Brunswick"," $103.9","Average Daily Rate"
2002," Jul","Nova Scotia"," $115.59","Average Daily Rate"
2002," Jul","Ontario"," $125.46","Average Daily Rate"
2002," Jul","Quebec"," $143.06","Average Daily Rate"
2002," Jul","Saskatchewan"," $79.17","Average Daily Rate"
2002," Jul","Newfoundland"," $104.83","Average Daily Rate"
2002," Aug","Canada"," $127.2","Average Daily Rate"
2002," Aug","British Columbia"," $138.12","Average Daily Rate"
2002," Aug","Manitoba"," $89.95","Average Daily Rate"
2002," Aug","New Brunswick"," $105.06","Average Daily Rate"
2002," Aug","Nova Scotia"," $119.57","Average Daily Rate"
2002," Aug","Ontario"," $123.81","Average Daily Rate"
2002," Aug","Quebec"," $144.68","Average Daily Rate"
2002," Aug","Saskatchewan"," $82.12","Average Daily Rate"
2002," Aug","Newfoundland"," $104.57","Average Daily Rate"
2002," Sep","Canada"," $121.92","Average Daily Rate"
2002," Sep","British Columbia"," $123.47","Average Daily Rate"
2002," Sep","Manitoba"," $90.62","Average Daily Rate"
2002," Sep","New Brunswick"," $94.6","Average Daily Rate"
2002," Sep","Nova Scotia"," $118.13","Average Daily Rate"
2002," Sep","Ontario"," $124.46","Average Daily Rate"
2002," Sep","Quebec"," $136.76","Average Daily Rate"
2002," Sep","Saskatchewan"," $83.39","Average Daily Rate"
2002," Sep","Newfoundland"," $105.44","Average Daily Rate"
2002," Oct","Canada"," $112.87","Average Daily Rate"
2002," Oct","British Columbia"," $102.85","Average Daily Rate"
2002," Oct","Manitoba"," $89.11","Average Daily Rate"
2002," Oct","New Brunswick"," $86.71","Average Daily Rate"
2002," Oct","Nova Scotia"," $110.3","Average Daily Rate"
2002," Oct","Ontario"," $120.23","Average Daily Rate"
2002," Oct","Quebec"," $133.36","Average Daily Rate"
2002," Oct","Saskatchewan"," $82.69","Average Daily Rate"
2002," Oct","Newfoundland"," $102.37","Average Daily Rate"
2002," Nov","Canada"," $105.34","Average Daily Rate"
2002," Nov","British Columbia"," $94.3","Average Daily Rate"
2002," Nov","Manitoba"," $88.79","Average Daily Rate"
2002," Nov","New Brunswick"," $83.99","Average Daily Rate"
2002," Nov","Nova Scotia"," $96.21","Average Daily Rate"
2002," Nov","Ontario"," $114.59","Average Daily Rate"
2002," Nov","Quebec"," $116.24","Average Daily Rate"
2002," Nov","Saskatchewan"," $86.25","Average Daily Rate"
2002," Nov","Newfoundland"," $95.98","Average Daily Rate"
2002," Dec","Canada"," $107.32","Average Daily Rate"
2002," Dec","British Columbia"," $117.45","Average Daily Rate"
2002," Dec","Manitoba"," $85.52","Average Daily Rate"
2002," Dec","New Brunswick"," $76.8","Average Daily Rate"
2002," Dec","Nova Scotia"," $90.63","Average Daily Rate"
2002," Dec","Ontario"," $107.49","Average Daily Rate"
2002," Dec","Quebec"," $120.85","Average Daily Rate"
2002," Dec","Saskatchewan"," $79.71","Average Daily Rate"
2002," Dec","Newfoundland"," $90.62","Average Daily Rate"
2003," Jan","Canada"," $107.68","Average Daily Rate"
2003," Jan","British Columbia"," $114.9","Average Daily Rate"
2003," Jan","Manitoba"," $83.84","Average Daily Rate"
2003," Jan","New Brunswick"," $82.53","Average Daily Rate"
2003," Jan","Nova Scotia"," $92.61","Average Daily Rate"
2003," Jan","Ontario"," $110.04","Average Daily Rate"
2003," Jan","Quebec"," $120.18","Average Daily Rate"
2003," Jan","Saskatchewan"," $85.01","Average Daily Rate"
2003," Jan","Newfoundland"," $92.13","Average Daily Rate"
2003," Feb","Canada"," $110.04","Average Daily Rate"
2003," Feb","British Columbia"," $118.82","Average Daily Rate"
2003," Feb","Manitoba"," $84.62","Average Daily Rate"
2003," Feb","New Brunswick"," $84.24","Average Daily Rate"
2003," Feb","Nova Scotia"," $93.66","Average Daily Rate"
2003," Feb","Ontario"," $110.82","Average Daily Rate"
2003," Feb","Quebec"," $124.66","Average Daily Rate"
2003," Feb","Saskatchewan"," $84.88","Average Daily Rate"
2003," Feb","Newfoundland"," $95.47","Average Daily Rate"
2003," Mar","Canada"," $108.2","Average Daily Rate"
2003," Mar","British Columbia"," $112.08","Average Daily Rate"
2003," Mar","Manitoba"," $85.99","Average Daily Rate"
2003," Mar","New Brunswick"," $88.25","Average Daily Rate"
2003," Mar","Nova Scotia"," $98.49","Average Daily Rate"
2003," Mar","Ontario"," $111.02","Average Daily Rate"
2003," Mar","Quebec"," $119.43","Average Daily Rate"
2003," Mar","Saskatchewan"," $84.25","Average Daily Rate"
2003," Mar","Newfoundland"," $93.58","Average Daily Rate"
2003," Apr","Canada"," $104.01","Average Daily Rate"
2003," Apr","British Columbia"," $102.16","Average Daily Rate"
2003," Apr","Manitoba"," $88.66","Average Daily Rate"
2003," Apr","New Brunswick"," $87.72","Average Daily Rate"
2003," Apr","Nova Scotia"," $98.21","Average Daily Rate"
2003," Apr","Ontario"," $108.08","Average Daily Rate"
2003," Apr","Quebec"," $117.66","Average Daily Rate"
2003," Apr","Saskatchewan"," $82.67","Average Daily Rate"
2003," Apr","Newfoundland"," $94.03","Average Daily Rate"
2003," May","Canada"," $108.9","Average Daily Rate"
2003," May","British Columbia"," $111.63","Average Daily Rate"
2003," May","Manitoba"," $90.85","Average Daily Rate"
2003," May","New Brunswick"," $90.52","Average Daily Rate"
2003," May","Nova Scotia"," $113.64","Average Daily Rate"
2003," May","Ontario"," $107.82","Average Daily Rate"
2003," May","Quebec"," $127.33","Average Daily Rate"
2003," May","Saskatchewan"," $83.31","Average Daily Rate"
2003," May","Newfoundland"," $107.44","Average Daily Rate"
2003," Jun","Canada"," $119.23","Average Daily Rate"
2003," Jun","British Columbia"," $119.27","Average Daily Rate"
2003," Jun","Manitoba"," $92.06","Average Daily Rate"
2003," Jun","New Brunswick"," $98.57","Average Daily Rate"
2003," Jun","Nova Scotia"," $120.52","Average Daily Rate"
2003," Jun","Ontario"," $111.63","Average Daily Rate"
2003," Jun","Quebec"," $158.51","Average Daily Rate"
2003," Jun","Saskatchewan"," $85.99","Average Daily Rate"
2003," Jun","Newfoundland"," $112.29","Average Daily Rate"
2003," Jul","Canada"," $120.29","Average Daily Rate"
2003," Jul","British Columbia"," $128.41","Average Daily Rate"
2003," Jul","Manitoba"," $87.99","Average Daily Rate"
2003," Jul","New Brunswick"," $104.73","Average Daily Rate"
2003," Jul","Nova Scotia"," $119.43","Average Daily Rate"
2003," Jul","Ontario"," $112.11","Average Daily Rate"
2003," Jul","Quebec"," $136.48","Average Daily Rate"
2003," Jul","Saskatchewan"," $83.02","Average Daily Rate"
2003," Jul","Newfoundland"," $105.45","Average Daily Rate"
2003," Aug","Canada"," $121.42","Average Daily Rate"
2003," Aug","British Columbia"," $131.04","Average Daily Rate"
2003," Aug","Manitoba"," $87.32","Average Daily Rate"
2003," Aug","New Brunswick"," $106.22","Average Daily Rate"
2003," Aug","Nova Scotia"," $123.14","Average Daily Rate"
2003," Aug","Ontario"," $115.11","Average Daily Rate"
2003," Aug","Quebec"," $136.95","Average Daily Rate"
2003," Aug","Saskatchewan"," $84.33","Average Daily Rate"
2003," Aug","Newfoundland"," $106.37","Average Daily Rate"
2003," Sep","Canada"," $119.25","Average Daily Rate"
2003," Sep","British Columbia"," $120.05","Average Daily Rate"
2003," Sep","Manitoba"," $89.33","Average Daily Rate"
2003," Sep","New Brunswick"," $98.55","Average Daily Rate"
2003," Sep","Nova Scotia"," $121.1","Average Daily Rate"
2003," Sep","Ontario"," $118.52","Average Daily Rate"
2003," Sep","Quebec"," $140.04","Average Daily Rate"
2003," Sep","Saskatchewan"," $84.93","Average Daily Rate"
2003," Sep","Newfoundland"," $111.82","Average Daily Rate"
2003," Oct","Canada"," $111.57","Average Daily Rate"
2003," Oct","British Columbia"," $101.09","Average Daily Rate"
2003," Oct","Manitoba"," $89.3","Average Daily Rate"
2003," Oct","New Brunswick"," $91.54","Average Daily Rate"
2003," Oct","Nova Scotia"," $114.99","Average Daily Rate"
2003," Oct","Ontario"," $116.13","Average Daily Rate"
2003," Oct","Quebec"," $135.83","Average Daily Rate"
2003," Oct","Saskatchewan"," $85.93","Average Daily Rate"
2003," Oct","Newfoundland"," $107.98","Average Daily Rate"
2003," Nov","Canada"," $104.96","Average Daily Rate"
2003," Nov","British Columbia"," $92.12","Average Daily Rate"
2003," Nov","Manitoba"," $88","Average Daily Rate"
2003," Nov","New Brunswick"," $88.08","Average Daily Rate"
2003," Nov","Nova Scotia"," $100.94","Average Daily Rate"
2003," Nov","Ontario"," $112.28","Average Daily Rate"
2003," Nov","Quebec"," $119.62","Average Daily Rate"
2003," Nov","Saskatchewan"," $96.64","Average Daily Rate"
2003," Nov","Newfoundland"," $98.21","Average Daily Rate"
2003," Dec","Canada"," $106.99","Average Daily Rate"
2003," Dec","British Columbia"," $113.01","Average Daily Rate"
2003," Dec","Manitoba"," $84.52","Average Daily Rate"
2003," Dec","New Brunswick"," $79.78","Average Daily Rate"
2003," Dec","Nova Scotia"," $92.83","Average Daily Rate"
2003," Dec","Ontario"," $107.79","Average Daily Rate"
2003," Dec","Quebec"," $119.35","Average Daily Rate"
2003," Dec","Saskatchewan"," $83.15","Average Daily Rate"
2003," Dec","Newfoundland"," $94.66","Average Daily Rate"
2004," Jan","Canada"," $107.18","Average Daily Rate"
2004," Jan","British Columbia"," $112.35","Average Daily Rate"
2004," Jan","Manitoba"," $85.45","Average Daily Rate"
2004," Jan","New Brunswick"," $86.13","Average Daily Rate"
2004," Jan","Nova Scotia"," $93.71","Average Daily Rate"
2004," Jan","Ontario"," $109.13","Average Daily Rate"
2004," Jan","Quebec"," $118.98","Average Daily Rate"
2004," Jan","Saskatchewan"," $87.41","Average Daily Rate"
2004," Jan","Newfoundland"," $95.41","Average Daily Rate"
2004," Feb","Canada"," $109.67","Average Daily Rate"
2004," Feb","British Columbia"," $115.35","Average Daily Rate"
2004," Feb","Manitoba"," $86.7","Average Daily Rate"
2004," Feb","New Brunswick"," $86.36","Average Daily Rate"
2004," Feb","Nova Scotia"," $95.59","Average Daily Rate"
2004," Feb","Ontario"," $111.53","Average Daily Rate"
2004," Feb","Quebec"," $122.21","Average Daily Rate"
2004," Feb","Saskatchewan"," $87.5","Average Daily Rate"
2004," Feb","Newfoundland"," $99.24","Average Daily Rate"
2004," Mar","Canada"," $108.11","Average Daily Rate"
2004," Mar","British Columbia"," $111.07","Average Daily Rate"
2004," Mar","Manitoba"," $87.66","Average Daily Rate"
2004," Mar","New Brunswick"," $88.45","Average Daily Rate"
2004," Mar","Nova Scotia"," $97.84","Average Daily Rate"
2004," Mar","Ontario"," $110","Average Daily Rate"
2004," Mar","Quebec"," $120.72","Average Daily Rate"
2004," Mar","Saskatchewan"," $91.58","Average Daily Rate"
2004," Mar","Newfoundland"," $96.33","Average Daily Rate"
2004," Apr","Canada"," $108.52","Average Daily Rate"
2004," Apr","British Columbia"," $106.07","Average Daily Rate"
2004," Apr","Manitoba"," $89.87","Average Daily Rate"
2004," Apr","New Brunswick"," $88.65","Average Daily Rate"
2004," Apr","Nova Scotia"," $101.21","Average Daily Rate"
2004," Apr","Ontario"," $114.58","Average Daily Rate"
2004," Apr","Quebec"," $118.9","Average Daily Rate"
2004," Apr","Saskatchewan"," $86.77","Average Daily Rate"
2004," Apr","Newfoundland"," $97.19","Average Daily Rate"
2004," May","Canada"," $115.12","Average Daily Rate"
2004," May","British Columbia"," $114.89","Average Daily Rate"
2004," May","Manitoba"," $93.66","Average Daily Rate"
2004," May","New Brunswick"," $95.02","Average Daily Rate"
2004," May","Nova Scotia"," $112.4","Average Daily Rate"
2004," May","Ontario"," $117.49","Average Daily Rate"
2004," May","Quebec"," $131.19","Average Daily Rate"
2004," May","Saskatchewan"," $88.6","Average Daily Rate"
2004," May","Newfoundland"," $106.28","Average Daily Rate"
2004," Jun","Canada"," $123.1","Average Daily Rate"
2004," Jun","British Columbia"," $124.06","Average Daily Rate"
2004," Jun","Manitoba"," $93.07","Average Daily Rate"
2004," Jun","New Brunswick"," $99.99","Average Daily Rate"
2004," Jun","Nova Scotia"," $119.13","Average Daily Rate"
