"","Dimension_Name","Dimension_Category","Tab","Measure","Year","Value"
"607","Utilities","Industry","GHG Emissions","Greenhouse gas (GHG) emissions (Kilotonnes of carbon dioxide (CO2) equivalents), by industry","2015","91181"
"608","Utilities","Industry","GHG Emissions","Greenhouse gas (GHG) emissions (Kilotonnes of carbon dioxide (CO2) equivalents), by industry","2016","84562"
"609","Utilities","Industry","GHG Emissions","Greenhouse gas (GHG) emissions (Kilotonnes of carbon dioxide (CO2) equivalents), by industry","2017","82517"
"610","Utilities","Industry","GHG Emissions","Greenhouse gas (GHG) emissions (Kilotonnes of carbon dioxide (CO2) equivalents), by industry","2018","73970"
"611","Utilities","Industry","GHG Emissions","Greenhouse gas (GHG) emissions (Kilotonnes of carbon dioxide (CO2) equivalents), by industry","2019","72916"
"612","Utilities","Industry","GHG Emissions","Greenhouse gas (GHG) emissions (Kilotonnes of carbon dioxide (CO2) equivalents), by industry","2020","65756"
"613","All industries","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2009","0.39114283238747127"
"614","All industries","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2010","0.38724403439340688"
"615","All industries","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2011","0.37885599307406354"
"616","All industries","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2012","0.37439021253110327"
"617","All industries","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2013","0.36659669016067992"
"618","All industries","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2014","0.35804433361041837"
"619","All industries","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2015","0.3580950800065078"
"620","All industries","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2016","0.34145464670954379"
"621","All industries","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2017","0.336403463892121"
"622","All industries","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2018","0.33209497011931766"
"623","All industries","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2019","0.32363104150363409"
"624","All industries","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2020","0.30647789002204562"
"625","Agriculture","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2009","2.36"
"626","Agriculture","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2010","2.44"
"627","Agriculture","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2011","2.4"
"628","Agriculture","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2012","2.41"
"629","Agriculture","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2013","2.08"
"630","Agriculture","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2014","2.25"
"631","Agriculture","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2015","2.19"
"632","Agriculture","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2016","2.06"
"633","Agriculture","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2017","2.0099999999999998"
"634","Agriculture","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2018","2.08"
"635","Agriculture","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2019","1.96"
"636","Agriculture","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2020","1.94"
"637","Construction","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2009","0.06"
"638","Construction","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2010","0.06"
"639","Construction","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2011","0.06"
"640","Construction","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2012","0.06"
"641","Construction","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2013","0.05"
"642","Construction","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2014","0.05"
"643","Construction","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2015","0.06"
"644","Construction","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2016","7.0000000000000007E-2"
"645","Construction","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2017","7.0000000000000007E-2"
"646","Construction","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2018","7.0000000000000007E-2"
"647","Construction","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2019","7.0000000000000007E-2"
"648","Construction","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2020","0.06"
"649","Forestry and logging","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2009","1.89"
"650","Forestry and logging","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2010","1.97"
"651","Forestry and logging","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2011","1.77"
"652","Forestry and logging","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2012","1.84"
"653","Forestry and logging","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2013","1.83"
"654","Forestry and logging","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2014","1.62"
"655","Forestry and logging","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2015","1.93"
"656","Forestry and logging","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2016","1.9"
"657","Forestry and logging","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2017","1.84"
"658","Forestry and logging","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2018","1.7"
"659","Forestry and logging","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2019","1.59"
"660","Forestry and logging","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2020","1.48"
"661","Manufacturing","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2009","0.83"
"662","Manufacturing","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2010","0.82"
"663","Manufacturing","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2011","0.81"
"664","Manufacturing","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2012","0.79"
"665","Manufacturing","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2013","0.8"
"666","Manufacturing","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2014","0.78"
"667","Manufacturing","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2015","0.77"
"668","Manufacturing","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2016","0.76"
"669","Manufacturing","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2017","0.73"
"670","Manufacturing","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2018","0.72"
"671","Manufacturing","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2019","0.73"
"672","Manufacturing","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2020","0.74"
"673","Mining and quarrying","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2009","0.34"
"674","Mining and quarrying","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2010","0.32"
"675","Mining and quarrying","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2011","0.34"
"676","Mining and quarrying","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2012","0.37"
"677","Mining and quarrying","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2013","0.34"
"678","Mining and quarrying","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2014","0.3"
"679","Mining and quarrying","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2015","0.3"
"680","Mining and quarrying","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2016","0.3"
"681","Mining and quarrying","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2017","0.31"
"682","Mining and quarrying","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2018","0.36"
"683","Mining and quarrying","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2019","0.39"
"684","Mining and quarrying","Industry","GHG Emissions","GHG emissions intensity: (Kilotonnes of CO2 equivalents per million dollars of GDP), by industry","2020","0.39"
